,sid,gender,age,ospan_fta,cond,block,stim_type,trial,selected_ind,distance,distance_signed,near_distance,near,overlap,overlap_feedback,rt
0,42,female,18,23,active,0,men,0,0,,,,0,,,4484
1,42,female,18,23,active,0,men,1,2,2.0,2.0,2.0,1,False,False,4108
2,42,female,18,23,active,0,men,2,1,1.0,-1.0,-1.0,1,True,False,2825
3,42,female,18,23,active,0,men,3,2,1.0,1.0,1.0,1,True,True,3503
4,42,female,18,23,active,0,men,4,5,3.0,3.0,-1.0,0,True,False,3961
5,42,female,18,23,active,0,men,5,6,1.0,1.0,1.0,1,True,True,2421
6,42,female,18,23,active,0,men,6,4,2.0,-2.0,-2.0,1,False,False,8566
7,42,female,18,23,active,0,men,7,0,4.0,-4.0,-1.0,0,True,False,3163
8,42,female,18,23,active,0,men,8,5,5.0,5.0,2.0,0,False,False,3604
9,42,female,18,23,active,0,men,9,1,4.0,-4.0,-2.0,0,False,False,6976
10,42,female,18,23,active,0,men,10,4,3.0,3.0,-1.0,0,True,False,2769
11,42,female,18,23,active,0,men,11,0,4.0,-4.0,-1.0,0,True,False,3805
12,42,female,18,23,active,0,men,12,1,1.0,1.0,1.0,1,True,True,8116
13,42,female,18,23,active,0,men,13,0,1.0,-1.0,-1.0,1,True,False,4380
14,42,female,18,23,active,0,men,14,5,5.0,5.0,1.0,0,True,True,2960
15,42,female,18,23,active,0,men,15,2,3.0,-3.0,-2.0,0,False,False,3052
16,42,female,18,23,active,0,men,16,1,1.0,-1.0,-1.0,1,True,False,6337
17,42,female,18,23,active,0,men,17,2,1.0,1.0,1.0,1,True,True,4727
18,42,female,18,23,active,0,men,18,7,5.0,5.0,-2.0,0,False,False,3255
19,42,female,18,23,active,0,men,19,5,2.0,-2.0,-2.0,1,False,False,2467
20,42,female,18,23,active,0,men,20,3,2.0,-2.0,-2.0,1,False,False,6125
21,42,female,18,23,active,0,men,21,6,3.0,3.0,1.0,0,True,True,4559
22,42,female,18,23,active,0,men,22,4,2.0,-2.0,-2.0,1,False,False,3885
23,42,female,18,23,active,0,men,23,7,3.0,3.0,-1.0,0,True,False,2088
24,42,female,18,23,active,0,men,24,3,4.0,-4.0,-1.0,0,True,False,4219
25,42,female,18,23,active,0,men,25,1,2.0,-2.0,-2.0,1,False,False,5581
26,42,female,18,23,active,0,men,26,5,4.0,4.0,-1.0,0,True,False,4560
27,42,female,18,23,active,0,men,27,6,1.0,1.0,1.0,1,True,True,3456
28,42,female,18,23,active,0,men,28,1,5.0,-5.0,1.0,0,True,True,3253
29,42,female,18,23,active,0,men,29,3,2.0,2.0,2.0,1,False,False,5672
30,42,female,18,23,active,0,men,30,0,3.0,-3.0,-2.0,0,False,False,4019
31,42,female,18,23,active,0,men,31,3,3.0,3.0,1.0,0,True,True,1578
32,42,female,18,23,active,0,men,32,6,3.0,3.0,-1.0,0,True,False,1230
33,42,female,18,23,active,0,men,33,5,1.0,-1.0,-1.0,1,True,False,4773
34,42,female,18,23,active,0,men,34,0,5.0,-5.0,-2.0,0,False,False,2636
35,42,female,18,23,active,0,men,35,2,2.0,2.0,2.0,1,False,False,11738
36,42,female,18,23,active,0,men,36,3,1.0,1.0,1.0,1,True,True,6516
37,42,female,18,23,active,0,men,37,1,2.0,-2.0,-2.0,1,False,False,2746
38,42,female,18,23,active,0,men,38,6,5.0,5.0,-1.0,0,True,False,3704
39,42,female,18,23,active,0,men,39,5,1.0,-1.0,-1.0,1,True,False,3874
40,42,female,18,23,active,0,men,40,3,2.0,-2.0,-2.0,1,False,False,5628
41,42,female,18,23,active,0,men,41,4,1.0,1.0,1.0,1,True,True,2051
42,42,female,18,23,active,0,men,42,3,1.0,-1.0,-1.0,1,True,False,7844
43,42,female,18,23,active,0,men,43,7,4.0,4.0,-1.0,0,True,False,2498
44,42,female,18,23,active,0,men,44,5,2.0,-2.0,-2.0,1,False,False,6811
45,42,female,18,23,active,0,men,45,7,2.0,2.0,2.0,1,False,False,7327
46,42,female,18,23,active,0,men,46,5,2.0,-2.0,-2.0,1,False,False,6967
47,42,female,18,23,active,0,men,47,0,5.0,-5.0,-1.0,0,True,False,4030
48,42,female,18,23,active,0,men,48,6,6.0,6.0,2.0,0,False,False,4805
49,42,female,18,23,active,0,men,49,1,5.0,-5.0,-2.0,0,False,False,2466
50,42,female,18,23,active,0,men,50,3,2.0,2.0,2.0,1,False,False,4593
51,42,female,18,23,active,0,men,51,0,3.0,-3.0,1.0,0,True,True,5515
52,42,female,18,23,active,0,men,52,6,6.0,6.0,2.0,0,False,False,9275
53,42,female,18,23,active,0,men,53,2,4.0,-4.0,-2.0,0,False,False,3062
54,42,female,18,23,active,0,men,54,5,3.0,3.0,1.0,0,True,True,3166
55,42,female,18,23,active,0,men,55,6,1.0,1.0,1.0,1,True,True,3140
56,42,female,18,23,yoked,1,women,0,0,,,,0,,,4659
57,42,female,18,23,yoked,1,women,1,1,1.0,1.0,1.0,1,True,True,1747
58,42,female,18,23,yoked,1,women,2,3,2.0,2.0,2.0,1,False,False,6021
59,42,female,18,23,yoked,1,women,3,5,2.0,2.0,2.0,1,False,False,1859
60,42,female,18,23,yoked,1,women,4,2,3.0,-3.0,-2.0,0,False,False,1782
61,42,female,18,23,yoked,1,women,5,3,1.0,1.0,1.0,1,True,True,1646
62,42,female,18,23,yoked,1,women,6,7,4.0,4.0,2.0,0,False,False,2321
63,42,female,18,23,yoked,1,women,7,3,4.0,-4.0,-2.0,0,False,False,1748
64,42,female,18,23,yoked,1,women,8,7,4.0,4.0,2.0,0,False,False,781
65,42,female,18,23,yoked,1,women,9,0,7.0,-7.0,-2.0,0,False,False,1039
66,42,female,18,23,yoked,1,women,10,1,1.0,1.0,1.0,1,True,True,1106
67,42,female,18,23,yoked,1,women,11,4,3.0,3.0,-1.0,0,True,False,1322
68,42,female,18,23,yoked,1,women,12,1,3.0,-3.0,-2.0,0,False,False,1401
69,42,female,18,23,yoked,1,women,13,3,2.0,2.0,2.0,1,False,False,1466
70,42,female,18,23,yoked,1,women,14,6,3.0,3.0,-2.0,0,False,False,3076
71,42,female,18,23,yoked,1,women,15,3,3.0,-3.0,-1.0,0,True,False,1284
72,42,female,18,23,yoked,1,women,16,5,2.0,2.0,2.0,1,False,False,1534
73,42,female,18,23,yoked,1,women,17,0,5.0,-5.0,-2.0,0,False,False,1387
74,42,female,18,23,yoked,1,women,18,7,7.0,7.0,1.0,0,True,True,2198
75,42,female,18,23,yoked,1,women,19,6,1.0,-1.0,-1.0,1,True,False,5979
76,42,female,18,23,yoked,1,women,20,4,2.0,-2.0,-2.0,1,False,False,1814
77,42,female,18,23,yoked,1,women,21,2,2.0,-2.0,-2.0,1,False,False,2356
78,42,female,18,23,yoked,1,women,22,4,2.0,2.0,2.0,1,False,False,1095
79,42,female,18,23,yoked,1,women,23,1,3.0,-3.0,2.0,0,False,False,1511
80,42,female,18,23,yoked,1,women,24,6,5.0,5.0,1.0,0,True,True,1467
81,42,female,18,23,yoked,1,women,25,2,4.0,-4.0,1.0,0,True,True,2005
82,42,female,18,23,yoked,1,women,26,4,2.0,2.0,2.0,1,False,False,1432
83,42,female,18,23,yoked,1,women,27,6,2.0,2.0,2.0,1,False,False,1320
84,42,female,18,23,yoked,1,women,28,0,6.0,-6.0,-1.0,0,True,False,1071
85,42,female,18,23,yoked,1,women,29,7,7.0,7.0,1.0,0,True,True,4077
86,42,female,18,23,yoked,1,women,30,5,2.0,-2.0,-2.0,1,False,False,1668
87,42,female,18,23,yoked,1,women,31,6,1.0,1.0,1.0,1,True,True,1117
88,42,female,18,23,yoked,1,women,32,1,5.0,-5.0,-2.0,0,False,False,1534
89,42,female,18,23,yoked,1,women,33,2,1.0,1.0,1.0,1,True,True,1095
90,42,female,18,23,yoked,1,women,34,3,1.0,1.0,1.0,1,True,True,958
91,42,female,18,23,yoked,1,women,35,6,3.0,3.0,2.0,0,False,False,4212
92,42,female,18,23,yoked,1,women,36,1,5.0,-5.0,-1.0,0,True,False,1149
93,42,female,18,23,yoked,1,women,37,7,6.0,6.0,1.0,0,True,True,4391
94,42,female,18,23,yoked,1,women,38,3,4.0,-4.0,-1.0,0,True,False,3897
95,42,female,18,23,yoked,1,women,39,5,2.0,2.0,2.0,1,False,False,1725
96,42,female,18,23,yoked,1,women,40,4,1.0,-1.0,-1.0,1,True,False,1691
97,42,female,18,23,yoked,1,women,41,1,3.0,-3.0,2.0,0,False,False,5021
98,42,female,18,23,yoked,1,women,42,2,1.0,1.0,1.0,1,True,True,5336
99,42,female,18,23,yoked,1,women,43,6,4.0,4.0,1.0,0,True,True,3054
100,42,female,18,23,yoked,1,women,44,4,2.0,-2.0,-2.0,1,False,False,5629
101,42,female,18,23,yoked,1,women,45,3,1.0,-1.0,-1.0,1,True,False,1905
102,42,female,18,23,yoked,1,women,46,0,3.0,-3.0,1.0,0,True,True,6127
103,42,female,18,23,yoked,1,women,47,1,1.0,1.0,1.0,1,True,True,1959
104,42,female,18,23,yoked,1,women,48,0,1.0,-1.0,-1.0,1,True,False,1433
105,42,female,18,23,yoked,1,women,49,1,1.0,1.0,1.0,1,True,True,769
106,42,female,18,23,yoked,1,women,50,2,1.0,1.0,1.0,1,True,True,3793
107,42,female,18,23,yoked,1,women,51,7,5.0,5.0,2.0,0,False,False,3930
108,42,female,18,23,yoked,1,women,52,5,2.0,-2.0,-2.0,1,False,False,8296
109,42,female,18,23,yoked,1,women,53,2,3.0,-3.0,1.0,0,True,True,3570
110,42,female,18,23,yoked,1,women,54,7,5.0,5.0,2.0,0,False,False,2542
111,42,female,18,23,yoked,1,women,55,2,5.0,-5.0,-1.0,0,True,False,3716
112,43,female,18,7,active,1,women,0,6,,,,0,,,6339
113,43,female,18,7,active,1,women,1,0,6.0,-6.0,-2.0,0,False,False,2893
114,43,female,18,7,active,1,women,2,1,1.0,1.0,1.0,1,True,True,3592
115,43,female,18,7,active,1,women,3,5,4.0,4.0,2.0,0,False,False,2751
116,43,female,18,7,active,1,women,4,7,2.0,2.0,2.0,1,False,False,2545
117,43,female,18,7,active,1,women,5,4,3.0,-3.0,-1.0,0,True,False,2391
118,43,female,18,7,active,1,women,6,7,3.0,3.0,2.0,0,False,False,1950
119,43,female,18,7,active,1,women,7,0,7.0,-7.0,-2.0,0,False,False,2401
120,43,female,18,7,active,1,women,8,2,2.0,2.0,2.0,1,False,False,1951
121,43,female,18,7,active,1,women,9,1,1.0,-1.0,-1.0,1,True,False,2738
122,43,female,18,7,active,1,women,10,5,4.0,4.0,1.0,0,True,True,1479
123,43,female,18,7,active,1,women,11,0,5.0,-5.0,-1.0,0,True,False,1951
124,43,female,18,7,active,1,women,12,6,6.0,6.0,1.0,0,True,True,3334
125,43,female,18,7,active,1,women,13,1,5.0,-5.0,-2.0,0,False,False,2895
126,43,female,18,7,active,1,women,14,3,2.0,2.0,2.0,1,False,False,2524
127,43,female,18,7,active,1,women,15,6,3.0,3.0,-2.0,0,False,False,4606
128,43,female,18,7,active,1,women,16,5,1.0,-1.0,-1.0,1,True,False,1353
129,43,female,18,7,active,1,women,17,4,1.0,-1.0,-1.0,1,True,False,1747
130,43,female,18,7,active,1,women,18,1,3.0,-3.0,2.0,0,False,False,2604
131,43,female,18,7,active,1,women,19,5,4.0,4.0,2.0,0,False,False,13901
132,43,female,18,7,active,1,women,20,4,1.0,-1.0,-1.0,1,True,False,2018
133,43,female,18,7,active,1,women,21,2,2.0,-2.0,-2.0,1,False,False,1455
134,43,female,18,7,active,1,women,22,0,2.0,-2.0,-2.0,1,False,False,1499
135,43,female,18,7,active,1,women,23,1,1.0,1.0,1.0,1,True,True,2760
136,43,female,18,7,active,1,women,24,4,3.0,3.0,2.0,0,False,False,2660
137,43,female,18,7,active,1,women,25,7,3.0,3.0,1.0,0,True,True,4674
138,43,female,18,7,active,1,women,26,1,6.0,-6.0,-1.0,0,True,False,2557
139,43,female,18,7,active,1,women,27,2,1.0,1.0,1.0,1,True,True,1422
140,43,female,18,7,active,1,women,28,1,1.0,-1.0,-1.0,1,True,False,4472
141,43,female,18,7,active,1,women,29,3,2.0,2.0,2.0,1,False,False,3581
142,43,female,18,7,active,1,women,30,6,3.0,3.0,-2.0,0,False,False,2435
143,43,female,18,7,active,1,women,31,7,1.0,1.0,1.0,1,True,True,1960
144,43,female,18,7,active,1,women,32,3,4.0,-4.0,-1.0,0,True,False,4099
145,43,female,18,7,active,1,women,33,0,3.0,-3.0,-2.0,0,False,False,2772
146,43,female,18,7,active,1,women,34,4,4.0,4.0,1.0,0,True,True,2514
147,43,female,18,7,active,1,women,35,0,4.0,-4.0,-1.0,0,True,False,2017
148,43,female,18,7,active,1,women,36,1,1.0,1.0,1.0,1,True,True,2052
149,43,female,18,7,active,1,women,37,2,1.0,1.0,1.0,1,True,True,1400
150,43,female,18,7,active,1,women,38,0,2.0,-2.0,-2.0,1,False,False,2807
151,43,female,18,7,active,1,women,39,6,6.0,6.0,2.0,0,False,False,1872
152,43,female,18,7,active,1,women,40,4,2.0,-2.0,-2.0,1,False,False,4649
153,43,female,18,7,active,1,women,41,6,2.0,2.0,2.0,1,False,False,2367
154,43,female,18,7,active,1,women,42,2,4.0,-4.0,1.0,0,True,True,3415
155,43,female,18,7,active,1,women,43,7,5.0,5.0,-1.0,0,True,False,3537
156,43,female,18,7,active,1,women,44,6,1.0,-1.0,-1.0,1,True,False,7441
157,43,female,18,7,active,1,women,45,5,1.0,-1.0,-1.0,1,True,False,1690
158,43,female,18,7,active,1,women,46,7,2.0,2.0,2.0,1,False,False,1963
159,43,female,18,7,active,1,women,47,3,4.0,-4.0,-1.0,0,True,False,1636
160,43,female,18,7,active,1,women,48,2,1.0,-1.0,-1.0,1,True,False,2402
161,43,female,18,7,active,1,women,49,1,1.0,-1.0,-1.0,1,True,False,13841
162,43,female,18,7,active,1,women,50,7,6.0,6.0,2.0,0,False,False,3411
163,43,female,18,7,active,1,women,51,5,2.0,-2.0,-2.0,1,False,False,5089
164,43,female,18,7,active,1,women,52,2,3.0,-3.0,2.0,0,False,False,3121
165,43,female,18,7,active,1,women,53,4,2.0,2.0,2.0,1,False,False,3177
166,43,female,18,7,active,1,women,54,0,4.0,-4.0,2.0,0,False,False,1556
167,43,female,18,7,active,1,women,55,1,1.0,1.0,1.0,1,True,True,1522
168,43,female,18,7,yoked,0,men,0,0,,,,0,,,4520
169,43,female,18,7,yoked,0,men,1,5,5.0,5.0,1.0,0,True,True,6394
170,43,female,18,7,yoked,0,men,2,3,2.0,-2.0,-2.0,1,False,False,2501
171,43,female,18,7,yoked,0,men,3,6,3.0,3.0,-1.0,0,True,False,3583
172,43,female,18,7,yoked,0,men,4,7,1.0,1.0,1.0,1,True,True,4413
173,43,female,18,7,yoked,0,men,5,2,5.0,-5.0,-2.0,0,False,False,1545
174,43,female,18,7,yoked,0,men,6,3,1.0,1.0,1.0,1,True,True,1646
175,43,female,18,7,yoked,0,men,7,0,3.0,-3.0,2.0,0,False,False,3043
176,43,female,18,7,yoked,0,men,8,6,6.0,6.0,2.0,0,False,False,2234
177,43,female,18,7,yoked,0,men,9,7,1.0,1.0,1.0,1,True,True,2579
178,43,female,18,7,yoked,0,men,10,1,6.0,-6.0,-2.0,0,False,False,3730
179,43,female,18,7,yoked,0,men,11,2,1.0,1.0,1.0,1,True,True,2379
180,43,female,18,7,yoked,0,men,12,5,3.0,3.0,1.0,0,True,True,5011
181,43,female,18,7,yoked,0,men,13,2,3.0,-3.0,2.0,0,False,False,3626
182,43,female,18,7,yoked,0,men,14,3,1.0,1.0,1.0,1,True,True,2435
183,43,female,18,7,yoked,0,men,15,7,4.0,4.0,-1.0,0,True,False,2591
184,43,female,18,7,yoked,0,men,16,5,2.0,-2.0,-2.0,1,False,False,2680
185,43,female,18,7,yoked,0,men,17,7,2.0,2.0,2.0,1,False,False,3648
186,43,female,18,7,yoked,0,men,18,5,2.0,-2.0,-2.0,1,False,False,3267
187,43,female,18,7,yoked,0,men,19,7,2.0,2.0,2.0,1,False,False,1603
188,43,female,18,7,yoked,0,men,20,5,2.0,-2.0,-2.0,1,False,False,1613
189,43,female,18,7,yoked,0,men,21,3,2.0,-2.0,-2.0,1,False,False,1735
190,43,female,18,7,yoked,0,men,22,5,2.0,2.0,2.0,1,False,False,3920
191,43,female,18,7,yoked,0,men,23,1,4.0,-4.0,2.0,0,False,False,3052
192,43,female,18,7,yoked,0,men,24,2,1.0,1.0,1.0,1,True,True,2615
193,43,female,18,7,yoked,0,men,25,0,2.0,-2.0,-2.0,1,False,False,1860
194,43,female,18,7,yoked,0,men,26,6,6.0,6.0,2.0,0,False,False,2220
195,43,female,18,7,yoked,0,men,27,4,2.0,-2.0,-2.0,1,False,False,2086
196,43,female,18,7,yoked,0,men,28,1,3.0,-3.0,2.0,0,False,False,2839
197,43,female,18,7,yoked,0,men,29,0,1.0,-1.0,-1.0,1,True,False,5674
198,43,female,18,7,yoked,0,men,30,1,1.0,1.0,1.0,1,True,True,2874
199,43,female,18,7,yoked,0,men,31,5,4.0,4.0,-1.0,0,True,False,1861
200,43,female,18,7,yoked,0,men,32,2,3.0,-3.0,2.0,0,False,False,2648
201,43,female,18,7,yoked,0,men,33,4,2.0,2.0,2.0,1,False,False,3491
202,43,female,18,7,yoked,0,men,34,1,3.0,-3.0,-2.0,0,False,False,2309
203,43,female,18,7,yoked,0,men,35,0,1.0,-1.0,-1.0,1,True,False,7722
204,43,female,18,7,yoked,0,men,36,3,3.0,3.0,1.0,0,True,True,2951
205,43,female,18,7,yoked,0,men,37,7,4.0,4.0,-1.0,0,True,False,2344
206,43,female,18,7,yoked,0,men,38,0,7.0,-7.0,-2.0,0,False,False,3739
207,43,female,18,7,yoked,0,men,39,7,7.0,7.0,2.0,0,False,False,2672
208,43,female,18,7,yoked,0,men,40,2,5.0,-5.0,-1.0,0,True,False,5169
209,43,female,18,7,yoked,0,men,41,1,1.0,-1.0,-1.0,1,True,False,1805
210,43,female,18,7,yoked,0,men,42,0,1.0,-1.0,-1.0,1,True,False,5607
211,43,female,18,7,yoked,0,men,43,7,7.0,7.0,2.0,0,False,False,4009
212,43,female,18,7,yoked,0,men,44,3,4.0,-4.0,-2.0,0,False,False,3244
213,43,female,18,7,yoked,0,men,45,2,1.0,-1.0,-1.0,1,True,False,2569
214,43,female,18,7,yoked,0,men,46,5,3.0,3.0,-1.0,0,True,False,2387
215,43,female,18,7,yoked,0,men,47,2,3.0,-3.0,1.0,0,True,True,2660
216,43,female,18,7,yoked,0,men,48,0,2.0,-2.0,-2.0,1,False,False,1357
217,43,female,18,7,yoked,0,men,49,1,1.0,1.0,1.0,1,True,True,3144
218,43,female,18,7,yoked,0,men,50,5,4.0,4.0,-1.0,0,True,False,2706
219,43,female,18,7,yoked,0,men,51,2,3.0,-3.0,-1.0,0,True,False,2063
220,43,female,18,7,yoked,0,men,52,3,1.0,1.0,1.0,1,True,True,2355
221,43,female,18,7,yoked,0,men,53,4,1.0,1.0,1.0,1,True,True,2042
222,43,female,18,7,yoked,0,men,54,0,4.0,-4.0,-2.0,0,False,False,6384
223,43,female,18,7,yoked,0,men,55,3,3.0,3.0,2.0,0,False,False,1500
224,44,female,18,12,active,0,women,0,0,,,,0,,,3982
225,44,female,18,12,active,0,women,1,5,5.0,5.0,2.0,0,False,False,8488
226,44,female,18,12,active,0,women,2,7,2.0,2.0,2.0,1,False,False,7902
227,44,female,18,12,active,0,women,3,6,1.0,-1.0,-1.0,1,True,False,4231
228,44,female,18,12,active,0,women,4,5,1.0,-1.0,-1.0,1,True,False,7720
229,44,female,18,12,active,0,women,5,0,5.0,-5.0,1.0,0,True,True,3186
230,44,female,18,12,active,0,women,6,3,3.0,3.0,2.0,0,False,False,1769
231,44,female,18,12,active,0,women,7,1,2.0,-2.0,-2.0,1,False,False,2117
232,44,female,18,12,active,0,women,8,5,4.0,4.0,2.0,0,False,False,2152
233,44,female,18,12,active,0,women,9,7,2.0,2.0,2.0,1,False,False,1725
234,44,female,18,12,active,0,women,10,2,5.0,-5.0,-2.0,0,False,False,3043
235,44,female,18,12,active,0,women,11,1,1.0,-1.0,-1.0,1,True,False,11219
236,44,female,18,12,active,0,women,12,5,4.0,4.0,1.0,0,True,True,2209
237,44,female,18,12,active,0,women,13,0,5.0,-5.0,-2.0,0,False,False,2793
238,44,female,18,12,active,0,women,14,5,5.0,5.0,1.0,0,True,True,2264
239,44,female,18,12,active,0,women,15,0,5.0,-5.0,-1.0,0,True,False,1298
240,44,female,18,12,active,0,women,16,6,6.0,6.0,1.0,0,True,True,3097
241,44,female,18,12,active,0,women,17,7,1.0,1.0,1.0,1,True,True,3076
242,44,female,18,12,active,0,women,18,4,3.0,-3.0,-1.0,0,True,False,2547
243,44,female,18,12,active,0,women,19,0,4.0,-4.0,1.0,0,True,True,3367
244,44,female,18,12,active,0,women,20,6,6.0,6.0,1.0,0,True,True,3086
245,44,female,18,12,active,0,women,21,1,5.0,-5.0,-1.0,0,True,False,1411
246,44,female,18,12,active,0,women,22,6,5.0,5.0,-1.0,0,True,False,3097
247,44,female,18,12,active,0,women,23,7,1.0,1.0,1.0,1,True,True,1658
248,44,female,18,12,active,0,women,24,0,7.0,-7.0,-2.0,0,False,False,5132
249,44,female,18,12,active,0,women,25,3,3.0,3.0,1.0,0,True,True,1591
250,44,female,18,12,active,0,women,26,4,1.0,1.0,1.0,1,True,True,2782
251,44,female,18,12,active,0,women,27,2,2.0,-2.0,-2.0,1,False,False,2556
252,44,female,18,12,active,0,women,28,7,5.0,5.0,-2.0,0,False,False,8194
253,44,female,18,12,active,0,women,29,5,2.0,-2.0,-2.0,1,False,False,4019
254,44,female,18,12,active,0,women,30,3,2.0,-2.0,-2.0,1,False,False,4314
255,44,female,18,12,active,0,women,31,4,1.0,1.0,1.0,1,True,True,7180
256,44,female,18,12,active,0,women,32,2,2.0,-2.0,-2.0,1,False,False,1466
257,44,female,18,12,active,0,women,33,6,4.0,4.0,2.0,0,False,False,9420
258,44,female,18,12,active,0,women,34,2,4.0,-4.0,-2.0,0,False,False,2961
259,44,female,18,12,active,0,women,35,6,4.0,4.0,1.0,0,True,True,7495
260,44,female,18,12,active,0,women,36,0,6.0,-6.0,-1.0,0,True,False,9816
261,44,female,18,12,active,0,women,37,7,7.0,7.0,1.0,0,True,True,6876
262,44,female,18,12,active,0,women,38,1,6.0,-6.0,-2.0,0,False,False,8995
263,44,female,18,12,active,0,women,39,7,6.0,6.0,-1.0,0,True,False,2388
264,44,female,18,12,active,0,women,40,3,4.0,-4.0,-1.0,0,True,False,1726
265,44,female,18,12,active,0,women,41,1,2.0,-2.0,-2.0,1,False,False,2625
266,44,female,18,12,active,0,women,42,4,3.0,3.0,1.0,0,True,True,6666
267,44,female,18,12,active,0,women,43,3,1.0,-1.0,-1.0,1,True,False,2600
268,44,female,18,12,active,0,women,44,7,4.0,4.0,1.0,0,True,True,1814
269,44,female,18,12,active,0,women,45,0,7.0,-7.0,-2.0,0,False,False,1952
270,44,female,18,12,active,0,women,46,2,2.0,2.0,2.0,1,False,False,10510
271,44,female,18,12,active,0,women,47,0,2.0,-2.0,-2.0,1,False,False,2129
272,44,female,18,12,active,0,women,48,1,1.0,1.0,1.0,1,True,True,1063
273,44,female,18,12,active,0,women,49,2,1.0,1.0,1.0,1,True,True,7701
274,44,female,18,12,active,0,women,50,1,1.0,-1.0,-1.0,1,True,False,2939
275,44,female,18,12,active,0,women,51,6,5.0,5.0,2.0,0,False,False,1465
276,44,female,18,12,active,0,women,52,3,3.0,-3.0,1.0,0,True,True,2602
277,44,female,18,12,active,0,women,53,7,4.0,4.0,1.0,0,True,True,2131
278,44,female,18,12,active,0,women,54,0,7.0,-7.0,-1.0,0,True,False,4267
279,44,female,18,12,active,0,women,55,5,5.0,5.0,1.0,0,True,True,3030
280,44,female,18,12,yoked,1,men,0,5,,,,0,,,6088
281,44,female,18,12,yoked,1,men,1,2,3.0,-3.0,-1.0,0,True,False,4089
282,44,female,18,12,yoked,1,men,2,0,2.0,-2.0,-2.0,1,False,False,5078
283,44,female,18,12,yoked,1,men,3,7,7.0,7.0,1.0,0,True,True,1432
284,44,female,18,12,yoked,1,men,4,4,3.0,-3.0,-1.0,0,True,False,2500
285,44,female,18,12,yoked,1,men,5,0,4.0,-4.0,-1.0,0,True,False,3976
286,44,female,18,12,yoked,1,men,6,2,2.0,2.0,2.0,1,False,False,4425
287,44,female,18,12,yoked,1,men,7,5,3.0,3.0,2.0,0,False,False,3065
288,44,female,18,12,yoked,1,men,8,7,2.0,2.0,2.0,1,False,False,1185
289,44,female,18,12,yoked,1,men,9,2,5.0,-5.0,-1.0,0,True,False,9374
290,44,female,18,12,yoked,1,men,10,5,3.0,3.0,2.0,0,False,False,4628
291,44,female,18,12,yoked,1,men,11,1,4.0,-4.0,-2.0,0,False,False,3153
292,44,female,18,12,yoked,1,men,12,2,1.0,1.0,1.0,1,True,True,3605
293,44,female,18,12,yoked,1,men,13,0,2.0,-2.0,-2.0,1,False,False,6271
294,44,female,18,12,yoked,1,men,14,7,7.0,7.0,1.0,0,True,True,2098
295,44,female,18,12,yoked,1,men,15,4,3.0,-3.0,-2.0,0,False,False,3108
296,44,female,18,12,yoked,1,men,16,7,3.0,3.0,2.0,0,False,False,1399
297,44,female,18,12,yoked,1,men,17,3,4.0,-4.0,-1.0,0,True,False,5475
298,44,female,18,12,yoked,1,men,18,5,2.0,2.0,2.0,1,False,False,10049
299,44,female,18,12,yoked,1,men,19,7,2.0,2.0,2.0,1,False,False,2085
300,44,female,18,12,yoked,1,men,20,5,2.0,-2.0,-2.0,1,False,False,7189
301,44,female,18,12,yoked,1,men,21,0,5.0,-5.0,-1.0,0,True,False,2906
302,44,female,18,12,yoked,1,men,22,1,1.0,1.0,1.0,1,True,True,4290
303,44,female,18,12,yoked,1,men,23,2,1.0,1.0,1.0,1,True,True,1984
304,44,female,18,12,yoked,1,men,24,3,1.0,1.0,1.0,1,True,True,2254
305,44,female,18,12,yoked,1,men,25,6,3.0,3.0,1.0,0,True,True,2929
306,44,female,18,12,yoked,1,men,26,2,4.0,-4.0,1.0,0,True,True,5942
307,44,female,18,12,yoked,1,men,27,6,4.0,4.0,-1.0,0,True,False,3615
308,44,female,18,12,yoked,1,men,28,3,3.0,-3.0,1.0,0,True,True,1972
309,44,female,18,12,yoked,1,men,29,2,1.0,-1.0,-1.0,1,True,False,5877
310,44,female,18,12,yoked,1,men,30,6,4.0,4.0,1.0,0,True,True,4360
311,44,female,18,12,yoked,1,men,31,7,1.0,1.0,1.0,1,True,True,20817
312,44,female,18,12,yoked,1,men,32,3,4.0,-4.0,-1.0,0,True,False,2185
313,44,female,18,12,yoked,1,men,33,2,1.0,-1.0,-1.0,1,True,False,8341
314,44,female,18,12,yoked,1,men,34,3,1.0,1.0,1.0,1,True,True,2964
315,44,female,18,12,yoked,1,men,35,1,2.0,-2.0,-2.0,1,False,False,1432
316,44,female,18,12,yoked,1,men,36,0,1.0,-1.0,-1.0,1,True,False,2287
317,44,female,18,12,yoked,1,men,37,2,2.0,2.0,2.0,1,False,False,1051
318,44,female,18,12,yoked,1,men,38,5,3.0,3.0,-2.0,0,False,False,1570
319,44,female,18,12,yoked,1,men,39,1,4.0,-4.0,-2.0,0,False,False,2140
320,44,female,18,12,yoked,1,men,40,0,1.0,-1.0,-1.0,1,True,False,1691
321,44,female,18,12,yoked,1,men,41,2,2.0,2.0,2.0,1,False,False,1682
322,44,female,18,12,yoked,1,men,42,3,1.0,1.0,1.0,1,True,True,1072
323,44,female,18,12,yoked,1,men,43,2,1.0,-1.0,-1.0,1,True,False,5338
324,44,female,18,12,yoked,1,men,44,7,5.0,5.0,-1.0,0,True,False,1860
325,44,female,18,12,yoked,1,men,45,5,2.0,-2.0,-2.0,1,False,False,2987
